0-9 y/o % of total pop,10-19 y/o % of total pop,20-29 y/o % of total pop,30-39 y/o % of total pop,40-49 y/o % of total pop,50-59 y/o % of total pop,80+ y/o % of total pop,% White-alone,Black-alone pop,% Black-alone,Native American/American Indian-alone pop,% NA/AI-alone,Asian-alone pop,% Asian-alone,Hawaiian/Pacific Islander-alone pop,% Hawaiian/PI-alone,% Two or more races,N_POP_CHG_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,R_INTERNATIONAL_MIG_2018,R_NET_MIG_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a high school diploma only 2014-18,Percent of adults completing some college or associate's degree 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOV517_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018,Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Percent of Population Aged 60+,COUNTY_NAME,STATE_NAME,CNTY_FIPS,anycondition_Upper 95% CI,Obesity_Upper 95% CI,Heart disease_Upper 95% CI,Heart disease_number,COPD_Upper 95% CI,CKD_Upper 95% CI,CKD_number,Urban_rural_code,COUNTY_NAME_N,STATE_NAME_N
13.4481519,14.12137652,12.79780385,11.49057159,11.56573744,13.19977777,3.732148109,47.06689761,14503,47.39697376,922,3.013170365,168,0.54903755,10,0.032680807,1.94123991,48,12.2,12.3,0.0,1.6,1.7,25.1,38.4,25.4,11.1,51.2,4.8,33159,63.2,72.3,6.2,21.3,Dillon,South Carolina,33,56.9,42.9,10.8,2311,12.7,4.8,1039,6,1419,40
12.7870424,13.89817426,12.68308776,14.06313221,13.06778216,13.64544623,2.710290264,68.51357324,41415,25.78012661,1161,0.722702572,3216,2.001904797,261,0.16246802,2.81922476,1766,11.1,7.3,3.8,0.3,7.3,9.9,27.7,34.5,27.9,16.7,3.0,65468,124.8,72.3,6.2,18.5,Dorchester,South Carolina,35,45.7,37.0,6.7,7505,7.7,3.1,3515,3,811,40
8.797870767,11.40396274,12.83823747,13.58494751,12.85302381,14.52387993,4.055153039,61.67011681,9648,35.66464587,130,0.480555966,145,0.536004732,20,0.073931687,1.574744936,280,7.2,10.8,-3.6,0.4,14.0,17.6,37.1,27.5,17.8,22.6,3.5,48818,93.1,72.3,6.2,24.8,Edgefield,South Carolina,37,54.3,41.1,8.9,1834,10.0,3.9,808,3,1420,40
9.816087849,11.36505669,11.44987055,10.12409606,11.30702616,15.75305776,4.334434425,39.76430676,12866,57.43237211,75,0.334791537,156,0.696366396,6,0.026783323,1.745379877,-210,8.9,13.4,-4.5,1.0,-4.9,17.5,39.3,26.2,17.0,31.2,6.2,39522,75.4,72.3,6.2,27.9,Fairfield,South Carolina,39,52.4,42.4,10.5,1757,11.5,4.8,819,3,277,40
12.61155625,13.34911225,13.03208622,12.16714076,12.40092936,13.04294328,3.592961732,53.46521037,59554,43.10540754,575,0.416187147,2154,1.559073242,132,0.095542093,1.358579608,-354,11.4,11.2,0.2,0.6,-2.8,15.4,33.1,28.5,23.1,24.6,3.7,47949,91.4,72.3,6.2,22.0,Florence,South Carolina,41,52.0,40.6,8.5,8267,9.6,3.8,3769,4,1421,40
9.320631657,11.05399284,9.727063889,9.070025221,10.73912834,13.74319266,5.238638372,66.9472602,19306,31.01415284,201,0.322896753,365,0.586354801,39,0.062651609,1.066683802,408,9.0,13.8,-4.8,0.2,11.3,12.9,29.0,30.9,27.2,30.6,4.5,46058,87.8,72.3,6.2,33.5,Georgetown,South Carolina,43,55.7,39.8,10.7,4960,11.2,4.5,2111,5,1422,40
12.63425857,12.82989734,13.54477619,13.35788866,12.74063472,13.07220938,3.464128678,76.3883838,94964,18.46783337,2525,0.49104165,13454,2.616425489,422,0.082067159,1.954248531,7661,12.2,8.6,3.6,2.7,11.4,12.2,24.7,28.9,34.2,13.4,2.9,61162,116.6,72.3,6.2,20.4,Greenville,South Carolina,45,44.3,33.5,7.4,26440,7.9,3.1,11688,3,1423,40
12.33089722,13.30204549,13.23136512,11.61278467,11.76262705,12.87089524,4.792129034,64.12829901,22984,32.49035213,359,0.507485051,966,1.365544734,67,0.094711695,1.413607385,154,10.8,11.2,-0.4,2.0,2.6,16.3,30.8,29.4,23.5,28.5,3.6,43879,83.7,72.3,6.2,23.2,Greenwood,South Carolina,47,50.5,37.5,9.3,4686,10.3,4.0,2027,5,644,40
11.10020154,12.30427368,12.95540282,12.79003669,12.10273371,13.48767506,4.0566379,43.82719239,10388,53.68198026,94,0.48576301,107,0.552943,9,0.046509224,1.405612113,-150,9.9,12.2,-2.3,0.1,-5.4,17.6,46.9,24.0,11.4,37.4,3.5,35871,68.4,72.3,6.2,23.8,Hampton,South Carolina,49,56.7,41.3,9.8,1389,11.0,4.5,651,6,1424,40
9.588925663,10.61639358,11.1809779,11.1074628,11.43290512,13.88883239,4.075002833,82.69518549,45174,13.12636751,2037,0.59189823,4738,1.376737266,479,0.139184709,2.070626796,11496,9.1,10.9,-1.8,1.0,35.5,10.2,32.8,33.5,23.6,23.4,4.2,49082,93.6,72.3,6.2,29.1,Horry,South Carolina,51,47.9,35.8,9.7,24965,10.8,3.8,9982,3,1425,40
11.32511822,10.94542819,13.6999068,11.97404301,11.36653895,14.0002071,3.251527389,54.62704083,12178,42.03513859,250,0.862931897,263,0.907804356,25,0.08629319,1.480791136,573,11.7,9.4,2.3,0.9,17.5,18.5,38.3,26.2,16.9,31.0,3.0,43125,82.2,72.3,6.2,22.9,Jasper,South Carolina,53,53.2,41.6,9.7,2073,11.1,4.3,944,4,395,40
12.1417246,13.11745335,11.19953653,11.8855958,12.19813392,14.10232955,3.881570923,72.36400781,16181,24.66916697,278,0.423832175,493,0.751616051,44,0.067081351,1.724295646,500,11.8,11.9,-0.1,0.2,7.7,13.5,36.9,29.8,19.9,21.6,3.5,52270,99.7,72.3,6.2,24.4,Kershaw,South Carolina,55,49.2,36.7,8.8,4043,9.9,3.7,1749,3,1426,40
12.38100231,11.23296289,10.61228769,12.8297337,13.10337597,12.60012581,4.104634095,74.88886559,20596,21.5936255,325,0.340742294,1474,1.545397358,44,0.046131264,1.585237995,2756,11.2,10.5,0.8,1.2,28.4,13.6,31.9,27.6,26.9,18.2,3.8,58035,110.7,72.3,6.2,26.0,Lancaster,South Carolina,57,52.0,36.7,9.2,6231,9.7,3.6,2520,2,1089,40
11.81896886,12.5936651,12.84144849,11.19652506,12.09212765,13.97886378,4.327253187,71.99450697,16986,25.35450936,257,0.383616443,383,0.571692987,100,0.149267099,1.546407141,79,11.3,12.5,-1.2,0.7,2.4,19.5,35.0,30.1,15.4,28.3,3.6,42099,80.3,72.3,6.2,24.2,Laurens,South Carolina,59,54.3,36.6,9.8,4701,11.2,4.1,2007,3,400,40
10.31968265,12.19810991,14.67156691,12.30311516,11.2647299,13.72651966,3.80352351,33.78835608,11003,64.18737604,75,0.437521876,72,0.420021001,4,0.0233345,1.143390503,-125,10.5,16.5,-6.0,0.0,-1.1,21.3,42.1,24.3,12.3,43.9,4.6,33199,63.3,72.3,6.2,23.2,Lee,South Carolina,61,54.0,43.8,9.9,1270,11.4,4.8,614,6,40,40
12.26341549,12.99926788,12.37560671,13.26737439,13.16230104,13.66394154,3.332858809,79.79812359,45620,15.46272947,1560,0.528756203,6428,2.178746712,440,0.149136365,1.88250766,4214,11.0,8.5,2.5,2.0,11.9,10.4,28.7,30.8,30.1,16.0,2.9,60627,115.6,72.3,6.2,21.0,Lexington,South Carolina,63,42.9,32.6,7.4,15260,8.4,3.2,6683,3,1427,40
5.897980871,6.939426142,9.330499469,9.596174283,10.1487779,13.91073326,5.982996812,52.77364506,4263,45.30286929,13,0.138150903,54,0.573857598,8,0.08501594,1.126461211,-157,5.1,15.6,-10.5,-0.4,-6.0,18.7,32.9,28.1,20.2,32.2,3.6,44683,85.2,72.3,6.2,40.3,McCormick,South Carolina,65,56.4,40.9,12.9,983,12.5,5.2,402,6,1428,40
12.15245337,12.80646928,12.2394407,10.60279004,11.52098972,13.23174071,3.985308805,40.25580721,17676,56.94771094,221,0.712007475,207,0.666902929,6,0.01933052,1.398240923,-253,11.1,14.3,-3.2,0.6,-4.9,19.2,39.0,27.3,14.4,35.3,5.5,34365,65.5,72.3,6.2,26.7,Marion,South Carolina,67,52.2,39.6,10.1,2244,11.4,4.7,1064,6,46,40
10.66747481,11.34555648,13.55026896,13.27373286,12.46685355,14.07303584,3.557087658,41.44253353,13489,51.09856807,1287,4.875369346,121,0.458368058,11,0.041669823,2.083491174,-304,9.8,11.8,-2.0,0.3,-9.5,24.1,41.4,25.2,9.4,42.9,5.1,33534,63.9,72.3,6.2,23.2,Marlboro,South Carolina,69,55.3,44.5,10.3,2041,12.0,4.7,932,5,1429,40
12.02492212,13.00623053,12.70249221,10.44132918,11.41744548,13.61630322,4.400311526,65.85669782,11878,30.83592939,309,0.802180685,254,0.659397716,111,0.288161994,1.557632399,92,11.6,11.7,-0.1,0.4,2.5,19.0,36.0,28.0,17.1,23.9,3.1,48029,91.6,72.3,6.2,24.7,Newberry,South Carolina,71,52.6,38.7,9.7,2670,10.6,4.1,1150,5,1430,40
10.46010156,11.34942711,11.56250797,10.23298543,11.36473831,13.80304693,4.798785311,89.24898563,5949,7.590527471,284,0.36236507,737,0.940362875,29,0.037002067,1.820756884,937,9.3,12.1,-2.8,2.0,14.8,16.1,29.9,29.5,24.6,19.8,3.3,50529,96.3,72.3,6.2,29.9,Oconee,South Carolina,73,51.8,34.6,10.3,5793,11.4,4.0,2306,5,409,40
11.86187222,13.22842616,13.57581614,10.70122162,10.4320519,13.5965215,4.437849403,34.66192744,54060,62.18510594,589,0.677525479,867,0.997308303,32,0.036809534,1.441323303,-739,10.4,13.2,-2.8,0.9,-5.7,14.4,32.3,33.8,19.5,34.1,5.8,37134,70.8,72.3,6.2,25.1,Orangeburg,South Carolina,75,55.4,43.2,9.2,5829,10.3,4.6,2955,5,1431,40
10.10669377,14.29600519,18.86951023,10.63255881,11.06077463,12.47348664,3.842736739,88.85038059,8759,7.01073341,351,0.280941595,2584,2.068242394,38,0.030415329,1.75928668,1250,9.7,9.5,0.2,2.2,9.9,15.1,30.1,30.2,24.5,15.8,3.4,48794,93.0,72.3,6.2,21.0,Pickens,South Carolina,77,41.8,30.3,7.9,7216,9.2,3.2,2995,3,53,40
11.63429624,14.27241326,19.32601019,13.22073637,11.66685963,11.70472965,2.640529119,45.89242986,200032,48.24977809,1515,0.3654336,12220,2.947589827,609,0.146897071,2.39787156,3105,11.3,7.7,3.6,1.8,3.9,8.9,22.4,30.9,37.7,19.0,3.4,52611,100.3,72.3,6.2,17.0,Richland,South Carolina,79,44.3,37.5,6.2,18763,6.6,3.0,9167,3,524,40
12.01323988,11.76499221,11.95482866,11.51187695,12.04731308,14.00895639,4.779984424,69.39252336,5453,26.5430296,285,1.387266355,73,0.355334891,198,0.963785047,1.358060748,120,11.2,9.9,1.3,3.5,4.7,20.8,36.2,26.9,16.1,23.9,3.1,46019,87.7,72.3,6.2,24.2,Saluda,South Carolina,81,50.4,39.3,10.1,1498,11.0,4.2,629,3,1432,40
12.45221225,13.33978999,13.81894179,12.37033592,12.44775206,13.36623254,3.472257621,74.11242227,65790,20.95970537,1351,0.430408299,7808,2.487511469,212,0.067540014,1.94241258,7256,11.9,10.1,1.8,0.5,21.5,14.7,29.4,32.0,23.8,20.8,3.1,53567,102.1,72.3,6.2,21.2,Spartanburg,South Carolina,83,45.0,36.9,7.8,17184,9.2,3.4,7706,3,1433,40
13.29803215,13.0173126,15.25837464,12.33382154,10.88328076,12.62205198,3.898152321,47.91572781,50998,47.88005107,591,0.554867057,1585,1.488095238,136,0.127685144,2.033573682,-2,12.4,10.0,2.4,0.7,-2.3,16.4,31.0,34.2,18.5,28.2,4.0,45181,86.1,72.3,6.2,21.2,Sumter,South Carolina,85,51.6,40.2,8.5,6410,9.5,4.0,3029,4,59,40
11.46296972,11.70010945,11.86428311,10.28091937,12.28018971,14.51659978,4.578620941,65.28274352,8813,32.15249909,89,0.324699015,102,0.372126961,14,0.05107625,1.816855162,-88,11.3,14.0,-2.7,0.0,-0.4,18.6,39.8,29.5,12.1,32.3,4.1,40686,77.6,72.3,6.2,26.9,Union,South Carolina,87,56.3,42.5,10.0,2005,11.7,4.2,863,3,161,40
10.53061491,12.39626217,12.21982618,10.85734823,11.83428086,13.2653728,4.528523819,32.82036202,19841,64.82715807,156,0.50970398,248,0.810298634,13,0.042475332,0.99000196,-579,9.5,12.8,-3.3,1.5,-15.5,19.3,41.9,26.1,12.7,37.4,5.4,32814,62.6,72.3,6.2,25.6,Williamsburg,South Carolina,89,59.7,47.4,10.3,2314,11.2,5.0,1123,6,1434,40
12.97397471,13.84440278,11.85073581,13.34169956,14.23802888,13.45624877,2.785661649,75.04104072,53087,19.36647721,2359,0.860578291,6754,2.463902407,247,0.09010718,2.177894192,7972,11.3,8.0,3.3,0.5,26.1,10.4,25.9,31.7,32.0,12.1,3.3,64904,123.7,72.3,6.2,19.5,York,South Carolina,91,43.9,34.1,7.0,13022,8.0,3.0,5835,2,803,40
12.88825419,14.35201714,9.889325241,12.49553731,10.24634059,11.81720814,6.569082471,94.00214209,21,0.749732239,76,2.713316673,20,0.714030703,0,0.0,1.820778293,44,15.5,8.6,6.8,7.2,9.0,13.2,33.6,32.7,20.6,13.1,2.9,53107,93.1,84.8,8.6,26.7,Aurora,South Dakota,3,42.9,32.2,8.8,165,7.3,3.4,64,6,1435,41
16.32155907,13.37711169,11.25350845,12.45035217,10.55446698,12.60922523,5.200444845,83.31303289,262,1.387491394,284,1.503998305,2149,11.3806069,79,0.418365726,1.996504793,281,16.3,9.4,6.8,26.6,8.1,14.7,35.3,30.0,20.1,18.0,2.6,49712,87.2,84.8,8.6,24.8,Beadle,South Dakota,5,39.9,33.0,9.0,1115,7.9,3.5,447,5,1436,41
20.01153403,16.66666667,13.43713956,11.67820069,8.910034602,11.99538639,3.921568627,33.70818916,18,0.519031142,2077,59.89042676,15,0.432525952,2,0.057670127,5.392156863,27,17.4,11.0,6.4,0.0,1.4,18.0,32.1,31.4,18.4,42.0,4.5,37071,65.0,84.8,8.6,17.5,Bennett,South Dakota,7,52.4,39.5,10.9,233,10.6,4.5,96,6,1437,41
10.58739255,11.70487106,13.36676218,13.02292264,11.41833811,13.00859599,7.063037249,88.35243553,95,1.361031519,596,8.538681948,18,0.257879656,3,0.042979943,1.446991404,-4,9.6,10.2,-0.6,3.3,0.0,12.3,36.4,32.9,18.4,17.9,2.5,50278,88.1,84.8,8.6,27.6,Bon Homme,South Dakota,9,44.1,33.3,9.5,474,7.8,3.5,181,6,1438,41
11.84434605,16.56732516,25.30370118,11.67120799,8.852747502,8.991825613,3.10229337,92.53519528,579,1.643392371,419,1.189259764,1031,2.926316985,28,0.079473206,1.626362398,564,11.9,5.4,6.5,9.7,9.6,4.6,28.6,27.6,39.2,8.3,2.8,62109,108.9,84.8,8.6,16.3,Brookings,South Dakota,11,34.7,30.6,5.2,1321,4.9,2.3,611,5,1439,41
13.40929901,13.28721131,13.51866924,13.31010276,10.63943433,12.38681453,5.198901211,88.51358226,1022,2.599450605,1353,3.441347034,1225,3.115779835,89,0.226370943,2.103469325,3,13.4,8.9,4.5,5.1,-4.4,6.8,30.5,33.3,29.3,10.6,2.8,60082,105.3,84.8,8.6,22.4,Brown,South Dakota,13,47.1,38.9,8.0,2157,6.7,3.2,875,5,486,41
13.92235609,14.61082425,9.944540065,10.88162172,10.36527061,13.67374259,5.890227577,85.67603748,29,0.55459935,516,9.868043603,20,0.38248231,2,0.038248231,3.480589023,-92,13.8,8.0,5.9,0.0,-23.7,12.5,30.7,32.1,24.8,17.7,2.7,49732,87.2,84.8,8.6,25.6,Brule,South Dakota,15,48.1,37.1,9.8,339,8.4,3.8,134,6,1440,41
22.69155206,19.35166994,14.29273084,11.88605108,10.46168959,8.202357564,1.52259332,15.81532417,16,0.785854617,1645,80.7956778,1,0.049115914,2,0.098231827,2.455795678,21,24.2,14.3,9.9,0.0,1.0,20.4,39.8,30.5,9.4,50.4,5.9,25973,45.5,84.8,8.6,11.7,Buffalo,South Dakota,17,62.2,47.3,11.7,134,12.6,5.0,57,6,1068,41
12.97202113,13.3242027,10.41870475,11.77851692,10.00782626,13.56877323,4.431618079,93.71942868,62,0.606534925,249,2.43592252,46,0.450009783,12,0.117393856,2.670710233,120,13.1,10.5,2.6,-0.4,9.3,9.4,42.2,27.7,20.6,17.4,3.3,44388,77.8,84.8,8.6,27.0,Butte,South Dakota,19,47.9,36.0,10.0,703,8.8,3.8,270,6,169,41
8.859840232,9.005083515,7.915758896,8.859840232,7.915758896,18.73638344,10.53013798,97.38562092,4,0.290486565,14,1.016702977,6,0.435729848,0,0.0,0.871459695,3,7.3,5.8,1.5,2.2,0.7,10.8,36.9,23.4,28.8,13.8,3.9,45737,80.2,84.8,8.6,33.7,Campbell,South Dakota,21,43.9,32.4,10.7,108,8.1,3.9,41,6,703,41
17.6483187,14.5320197,11.03019919,10.30199186,9.680873849,12.10109231,5.729278218,63.707432,45,0.481901906,2997,32.09466695,25,0.267723281,1,0.010708931,3.437566931,-87,17.4,11.5,5.9,0.0,-15.1,12.1,38.2,32.2,17.5,27.2,3.2,47412,83.1,84.8,8.6,23.4,Charles Mix,South Dakota,23,49.5,37.2,11.0,665,9.5,4.2,260,6,1441,41
17.41107248,10.32361594,11.71436213,10.56432201,8.638673442,12.65044129,5.589729874,95.88125167,75,2.005883926,18,0.481412142,24,0.641882856,0,0.0,0.989569404,53,17.8,9.2,8.6,3.2,5.7,9.0,40.3,32.1,18.6,20.3,4.0,48517,85.1,84.8,8.6,29.4,Clark,South Dakota,25,45.4,34.3,9.9,246,8.4,3.7,95,6,117,41
10.1132398,16.33074567,30.40381739,9.628943807,8.033615839,8.646107827,2.98411794,88.75436222,239,1.702157966,571,4.066661919,405,2.884409942,12,0.085463998,2.50694395,20,10.2,6.1,4.1,3.8,-2.5,4.1,21.7,25.8,48.4,14.3,2.9,46378,81.3,84.8,8.6,15.7,Clay,South Dakota,27,39.2,32.0,5.6,595,5.1,2.4,263,5,13,41
12.97519186,13.20007139,12.16491165,12.37908263,11.39746564,13.29287881,5.207924326,94.32803855,175,0.624665358,762,2.719971444,214,0.763876495,2,0.007139033,1.55630912,-68,12.2,8.3,3.9,0.6,-6.3,8.0,36.8,33.7,21.6,10.5,3.0,55580,97.4,84.8,8.6,22.6,Codington,South Dakota,29,44.6,36.6,8.4,1618,7.1,3.2,635,5,1442,41
20.36014406,19.32773109,11.93277311,10.73229292,9.195678271,11.59663866,2.37695078,30.06002401,20,0.480192077,2731,65.57022809,22,0.528211285,2,0.048019208,3.31332533,-42,23.7,14.1,9.6,0.7,-19.4,16.9,34.2,31.9,17.0,36.7,4.1,34024,59.6,84.8,8.6,15.9,Corson,South Dakota,31,61.3,48.2,13.0,317,12.5,5.2,128,6,1443,41
7.563603025,9.007563603,6.7499427,8.95026358,10.15356406,16.33050653,5.64978226,92.88333715,50,0.573000229,321,3.678661471,56,0.641760257,2,0.022920009,2.20032088,60,8.3,9.5,-1.3,0.1,8.2,5.9,30.6,38.5,25.0,17.1,4.0,58806,103.1,84.8,8.6,36.9,Custer,South Dakota,33,47.1,35.0,10.6,708,8.5,4.0,270,4,236,41
12.29408792,13.48155634,13.63820111,11.8847903,10.36887317,12.80949975,6.099039919,93.03183426,181,0.914603335,663,3.350176857,127,0.641738252,17,0.085901971,1.975745326,-58,11.6,9.3,2.3,-0.4,-5.2,8.3,30.6,37.2,23.9,12.9,2.6,51724,90.7,84.8,8.6,24.8,Davison,South Dakota,35,42.7,33.2,8.4,1153,7.1,3.3,464,5,1444,41
11.57129882,12.82470481,8.737511353,10.19073569,9.645776567,12.95186194,7.756584923,87.44777475,21,0.38147139,514,9.336966394,47,0.853769301,0,0.0,1.980018165,-10,9.6,15.8,-6.2,1.3,4.2,10.4,37.8,31.2,20.6,16.0,4.2,48023,84.2,84.8,8.6,31.9,Day,South Dakota,37,49.0,37.8,11.6,443,9.5,4.3,167,6,1445,41
12.84297902,13.07355315,9.730228268,10.92921374,10.1452617,14.01890708,6.294673738,97.21005303,38,0.876181692,24,0.553377911,11,0.253631543,0,0.0,1.106755822,44,13.7,10.0,3.7,0.9,6.5,9.2,37.7,29.6,23.6,10.1,4.4,55404,97.1,84.8,8.6,28.8,Deuel,South Dakota,39,43.4,34.9,9.1,270,7.5,3.5,106,6,1074,41
23.7804878,16.90379404,12.56775068,12.14430894,8.97696477,11.43292683,2.201897019,20.93495935,30,0.508130081,4370,74.01761518,12,0.203252033,1,0.016937669,4.319105691,47,26.5,13.8,12.8,0.2,-4.9,14.4,35.6,34.0,16.0,31.7,8.8,41942,73.5,84.8,8.6,13.6,Dewey,South Dakota,41,55.9,45.6,10.6,364,10.3,4.4,154,6,1327,41
14.27597956,13.3560477,8.858603066,9.540034072,8.313458262,13.39011925,8.313458262,95.22998296,18,0.613287905,73,2.487223169,5,0.170357751,0,0.0,1.499148211,10,16.7,9.2,7.5,3.1,-4.1,12.4,36.6,34.0,16.9,16.2,2.7,55159,96.7,84.8,8.6,30.1,Douglas,South Dakota,43,44.9,32.3,9.9,194,8.0,3.7,74,6,240,41
13.5483871,12.12903226,9.522580645,10.11612903,10.21935484,14.81290323,6.477419355,96.30967742,12,0.309677419,45,1.161290323,46,1.187096774,0,0.0,1.032258065,-47,11.0,10.5,0.5,2.3,-12.8,9.7,35.3,29.5,25.5,15.3,2.7,58977,103.4,84.8,8.6,28.0,Edmunds,South Dakota,45,41.7,33.5,9.1,240,7.5,3.5,93,5,1446,41
8.700799053,10.4320805,8.745190885,8.316069843,10.35809411,14.57531814,7.161882214,87.45190885,87,1.287363125,446,6.599585676,94,1.390944066,3,0.044391832,3.225806452,63,7.7,15.0,-7.3,0.9,16.4,7.7,31.9,38.9,21.5,17.9,3.9,46782,82.0,84.8,8.6,34.9,Fall River,South Dakota,47,50.3,37.4,11.3,573,9.3,4.3,220,6,1447,41
14.97854077,11.75965665,10.12875536,10.04291845,8.969957082,12.91845494,8.841201717,97.72532189,12,0.515021459,14,0.600858369,15,0.643776824,0,0.0,0.515021459,0,13.3,7.3,6.0,0.9,-6.4,7.2,33.3,30.5,28.9,24.2,3.0,49068,86.0,84.8,8.6,30.8,Faulk,South Dakota,49,45.6,34.4,10.3,158,7.9,3.8,60,6,1448,41
12.11697216,12.57870435,9.850286834,10.10214076,11.529313,14.92934098,5.792640269,96.09626417,48,0.671610466,107,1.497131664,26,0.363789002,6,0.083951308,1.287253393,-40,12.1,10.2,2.0,1.7,-7.7,9.2,43.6,29.8,17.4,11.8,3.2,59813,104.9,84.8,8.6,28.7,Grant,South Dakota,51,40.8,30.1,8.8,442,7.3,3.3,171,6,130,41
12.48812915,13.20037987,8.879392213,9.28300095,10.42260209,12.48812915,8.000949668,88.24786325,17,0.403608737,328,7.787274454,19,0.451092118,4,0.094966762,3.015194682,-6,13.0,11.2,1.9,0.0,-3.1,10.7,34.4,34.4,20.5,19.5,3.3,40583,71.1,84.8,8.6,32.1,Gregory,South Dakota,53,48.5,34.9,11.3,328,9.2,4.2,125,6,1449,41
12.56517205,13.08654849,9.071949948,10.79249218,8.863399374,12.04379562,7.507820647,93.16996872,5,0.260688217,50,2.606882169,5,0.260688217,2,0.104275287,3.597497393,-10,11.4,6.8,4.7,0.0,-10.4,9.6,43.9,31.4,15.1,11.6,2.6,51801,90.8,84.8,8.6,29.0,Haakon,South Dakota,55,50.4,37.1,11.8,157,9.8,4.3,58,6,1450,41
17.26395025,16.82212404,11.37293405,10.45655376,10.44018982,11.7820324,4.680085092,97.41449845,31,0.507281951,52,0.850924562,22,0.360006546,1,0.016363934,0.850924562,85,19.0,9.1,9.9,3.5,4.1,8.7,42.3,28.7,20.3,10.4,3.1,65776,115.3,84.8,8.6,22.0,Hamlin,South Dakota,57,44.3,35.2,7.8,295,6.7,3.1,118,6,1451,41
12.13979154,11.46535868,10.14714899,9.625996321,8.920907419,14.40833844,10.11649295,97.85407725,4,0.122624157,18,0.551808706,13,0.39852851,1,0.030656039,1.042305334,-19,13.1,8.9,4.3,0.0,-10.1,6.3,32.7,37.7,23.3,11.6,2.3,52568,92.2,84.8,8.6,31.7,Hand,South Dakota,59,45.4,33.8,10.0,225,7.7,3.8,87,6,1452,41
16.17298578,17.09123223,9.80450237,10.66350711,11.52251185,12.64810427,1.718009479,97.63033175,17,0.503554502,14,0.414691943,14,0.414691943,1,0.029620853,1.007109005,-35,12.7,5.3,7.4,0.0,-18.0,7.1,38.2,34.6,20.1,12.5,4.6,63772,111.8,84.8,8.6,22.3,Hanson,South Dakota,61,42.5,33.5,7.2,152,6.5,2.8,62,5,1453,41
12.8102482,12.24979984,10.88871097,11.76941553,11.04883907,14.81184948,4.643714972,94.47558046,12,0.960768615,29,2.321857486,3,0.240192154,0,0.0,2.001601281,8,12.9,5.6,7.2,0.8,-0.8,7.5,32.9,33.6,26.1,9.9,2.5,55017,96.5,84.8,8.6,26.4,Harding,South Dakota,63,43.8,35.2,8.5,73,7.3,3.3,29,6,1142,41
13.84135977,12.20963173,11.86402266,13.43342776,11.14447592,13.30311615,4.402266289,83.62606232,135,0.764872521,2102,11.90934844,137,0.776203966,8,0.045325779,2.878186969,-20,12.6,9.2,3.3,-0.2,-4.5,7.7,27.8,29.0,35.5,11.5,2.6,70093,122.9,84.8,8.6,22.9,Hughes,South Dakota,65,41.4,33.3,7.9,947,6.6,3.1,386,5,1331,41
15.48780488,11.8699187,9.945799458,9.823848238,10.8401084,12.11382114,8.550135501,96.24661247,73,0.989159892,102,1.382113821,19,0.257452575,2,0.027100271,1.097560976,4,16.0,12.5,3.5,4.9,-3.0,12.3,33.0,29.1,25.5,18.3,2.8,54434,95.4,84.8,8.6,30.1,Hutchinson,South Dakota,67,44.4,32.6,10.0,485,8.2,3.7,187,6,1454,41
10.76443058,11.85647426,10.4524181,9.672386895,8.814352574,13.02652106,9.828393136,88.14352574,7,0.546021841,110,8.580343214,3,0.23400936,1,0.07800312,2.418096724,-21,12.4,10.1,2.3,0.0,-19.3,7.8,42.8,26.9,22.5,13.0,3.1,52496,92.0,84.8,8.6,30.9,Hyde,South Dakota,69,46.6,33.7,10.6,97,8.1,3.9,36,6,1220,41
19.8669489,17.08497127,12.63985485,10.37193831,9.222860599,12.065316,3.689144239,41.18536438,40,1.209555488,1730,52.31327487,5,0.151194436,1,0.030238887,5.110371938,6,23.6,10.3,13.3,2.7,-11.8,17.3,33.3,28.8,20.5,38.1,4.9,34122,59.8,84.8,8.6,20.2,Jackson,South Dakota,71,51.9,40.9,12.4,256,11.8,5.1,105,6,35,41
13.1669114,11.60058737,7.635829662,11.99216838,9.691629956,11.649535,8.321096427,97.35682819,8,0.391581008,14,0.685266765,4,0.195790504,3,0.146842878,1.223690651,10,8.8,10.3,-1.5,4.9,6.4,11.3,40.8,27.2,20.8,20.1,2.5,47689,83.6,84.8,8.6,32.9,Jerauld,South Dakota,73,45.7,33.3,10.1,142,8.3,3.8,55,6,1455,41
12.93103448,10.66810345,8.297413793,10.23706897,10.12931034,15.40948276,6.788793103,90.73275862,3,0.323275862,42,4.525862069,0,0.0,3,0.323275862,4.094827586,2,14.0,10.8,3.2,0.0,0.0,6.0,42.5,27.5,24.0,23.1,2.7,49609,87.0,84.8,8.6,34.1,Jones,South Dakota,75,44.8,34.2,9.6,62,7.7,3.6,24,6,398,41
